file	decision	rows	direct_surface_cn	direct_name_cn	numeric_surface_refs	numeric_name_refs	remark_cn	surface_sample	name_sample	remark_sample
t_identitychange.xml	context_remark_only	94	0	0	0	0	91			remark=剧情模式主角初始奴人身份 | remark=剧情模式主角奴人变为野人
t_idsubstitute.xml	code_or_numeric_data	5	0	0	0	0	0			
t_initialcharacter.xml	code_or_numeric_data	29	0	0	0	0	0			
t_initiallocation.xml	code_or_numeric_data	5	0	0	0	0	0			
t_interactivecontroller.xml	context_remark_only	431	0	0	0	0	428			remark=交互选项按钮 | remark=闲谈
t_interactiveexperience.xml	code_or_numeric_data	204	0	0	0	0	0			
t_interactiveproptable.xml	language_sid_reference_table	259	0	0	256	0	256			remark=县乡公告栏 | remark=城门公告栏
t_interactivetemple.xml	code_or_numeric_data	3033	0	0	0	0	0			
t_interfaceguide.xml	language_sid_reference_table	110	0	0	111	0	0			
t_inventory.xml	code_or_numeric_data	232	0	0	0	0	0			
t_invitationqa.xml	code_or_numeric_data	18	0	0	0	0	0			
t_jobtemplate.xml	language_sid_reference_table	287	0	0	1988	284	0			
t_karate1.xml	code_or_numeric_data	10	0	0	0	0	0			
t_karate2.xml	code_or_numeric_data	10	0	0	0	0	0			
t_karate3.xml	code_or_numeric_data	10	0	0	0	0	0			
t_karate4.xml	code_or_numeric_data	10	0	0	0	0	0			
t_kitchenmenu.xml	code_or_numeric_data	33	0	0	0	0	0			
t_landtemplate.xml	code_or_numeric_data	53	0	0	0	0	0			
t_language.xml	primary_translation_table	31293	0	0	0	0	0			
t_languagecommand.xml	code_or_numeric_data	5	0	0	0	0	0			
t_lightcavalry0.xml	code_or_numeric_data	11	0	0	0	0	0			
t_lightcavalry1.xml	code_or_numeric_data	11	0	0	0	0	0			
t_lightcavalry2.xml	code_or_numeric_data	11	0	0	0	0	0			
t_lightcavalry2s.xml	code_or_numeric_data	10	0	0	0	0	0			
t_lightcavalry3.xml	code_or_numeric_data	11	0	0	0	0	0			
t_lightcavalry3s.xml	code_or_numeric_data	10	0	0	0	0	0			
t_lightshock0.xml	code_or_numeric_data	11	0	0	0	0	0			
t_lightshock1.xml	code_or_numeric_data	11	0	0	0	0	0			
t_lightshock2.xml	code_or_numeric_data	11	0	0	0	0	0			
t_lightshock2s.xml	code_or_numeric_data	10	0	0	0	0	0			
t_lightshock3.xml	code_or_numeric_data	11	0	0	0	0	0			
t_lightshock3s.xml	code_or_numeric_data	10	0	0	0	0	0			
t_line0.xml	code_or_numeric_data	8	0	0	0	0	0			
t_line1.xml	code_or_numeric_data	8	0	0	0	0	0			
t_line2.xml	code_or_numeric_data	8	0	0	0	0	0			
t_line2s.xml	code_or_numeric_data	7	0	0	0	0	0			
t_line3.xml	code_or_numeric_data	9	0	0	0	0	0			
t_line3s.xml	code_or_numeric_data	8	0	0	0	0	0			
t_longbowmen0.xml	code_or_numeric_data	9	0	0	0	0	0			
t_longbowmen1.xml	code_or_numeric_data	9	0	0	0	0	0			
t_longbowmen2.xml	code_or_numeric_data	9	0	0	0	0	0			
t_longbowmen2s.xml	code_or_numeric_data	8	0	0	0	0	0			
t_longbowmen3.xml	code_or_numeric_data	9	0	0	0	0	0			
t_longbowmen3s.xml	code_or_numeric_data	8	0	0	0	0	0			
t_longweaponspear1.xml	code_or_numeric_data	10	0	0	0	0	0			
t_longweaponspear2.xml	code_or_numeric_data	10	0	0	0	0	0			
t_longweaponspear3.xml	code_or_numeric_data	11	0	0	0	0	0			
t_longweaponspear4.xml	code_or_numeric_data	10	0	0	0	0	0			
t_manufactureformula.xml	code_or_numeric_data	76	0	0	0	0	0			
t_mapicon.xml	parse_error	0	0	0	0	0	0			not well-formed (invalid token): line 24, column 9
t_militaryarmy.xml	code_or_numeric_data	16	0	0	0	0	0			
t_militarysoldier.xml	code_or_numeric_data	87	0	0	0	0	0			
t_model.xml	context_remark_only	452	0	0	0	0	449			remark=男性隐士 | remark=男性（墨家墨者服）
t_monthjob.xml	code_or_numeric_data	11	0	0	0	0	0			
t_nametemplate.xml	code_or_numeric_data	896	0	0	0	0	0			
t_newsinfo.xml	context_remark_only	402	0	0	0	0	399			remark=进入州提示 | remark=进入郡县触发
t_normalcontactdialogue.xml	code_or_numeric_data	303	0	0	0	0	0			
t_onehanded1a.xml	code_or_numeric_data	14	0	0	0	0	0			
t_onehanded1b.xml	code_or_numeric_data	12	0	0	0	0	0			
t_onehanded1c.xml	code_or_numeric_data	12	0	0	0	0	0			
t_onehanded1d.xml	code_or_numeric_data	12	0	0	0	0	0			
t_onehanded1e.xml	code_or_numeric_data	12	0	0	0	0	0			
t_onehanded1f.xml	code_or_numeric_data	12	0	0	0	0	0			
t_onehanded1g.xml	code_or_numeric_data	12	0	0	0	0	0			
t_onehanded2a.xml	code_or_numeric_data	14	0	0	0	0	0			
t_onehanded2b.xml	code_or_numeric_data	12	0	0	0	0	0			
t_onehanded2c.xml	code_or_numeric_data	12	0	0	0	0	0			
t_onehanded2d.xml	code_or_numeric_data	12	0	0	0	0	0			
t_onehanded2e.xml	code_or_numeric_data	12	0	0	0	0	0			
t_onehanded2f.xml	code_or_numeric_data	12	0	0	0	0	0			
t_onehanded2g.xml	code_or_numeric_data	12	0	0	0	0	0			
t_onehanded3a.xml	code_or_numeric_data	14	0	0	0	0	0			
t_onehanded3b.xml	code_or_numeric_data	12	0	0	0	0	0			
t_onehanded3c.xml	code_or_numeric_data	12	0	0	0	0	0			
t_onehanded3d.xml	code_or_numeric_data	12	0	0	0	0	0			
t_onehanded3e.xml	code_or_numeric_data	12	0	0	0	0	0			
t_onehanded3f.xml	code_or_numeric_data	12	0	0	0	0	0			
t_onehanded3g.xml	code_or_numeric_data	12	0	0	0	0	0			
t_onehanded4a.xml	code_or_numeric_data	14	0	0	0	0	0			
t_onehanded4b.xml	code_or_numeric_data	12	0	0	0	0	0			
t_onehanded4c.xml	code_or_numeric_data	12	0	0	0	0	0			
t_onehanded4d.xml	code_or_numeric_data	12	0	0	0	0	0			
t_onehanded4e.xml	code_or_numeric_data	12	0	0	0	0	0			
t_onehanded4f.xml	code_or_numeric_data	12	0	0	0	0	0			
t_onehanded4g.xml	code_or_numeric_data	12	0	0	0	0	0			
t_onehanded5a.xml	code_or_numeric_data	14	0	0	0	0	0			
t_onehanded5b.xml	code_or_numeric_data	12	0	0	0	0	0			
t_onehanded5c.xml	code_or_numeric_data	12	0	0	0	0	0			
t_onehanded5d.xml	code_or_numeric_data	12	0	0	0	0	0			
t_onehanded5e.xml	code_or_numeric_data	12	0	0	0	0	0			
t_onehanded5f.xml	code_or_numeric_data	12	0	0	0	0	0			
t_onehanded5g.xml	code_or_numeric_data	12	0	0	0	0	0			
t_onehanded6a.xml	code_or_numeric_data	14	0	0	0	0	0			
t_onehanded6b.xml	code_or_numeric_data	12	0	0	0	0	0			
t_onehanded6c.xml	code_or_numeric_data	12	0	0	0	0	0			
t_onehanded6d.xml	code_or_numeric_data	12	0	0	0	0	0			
t_onehanded6e.xml	code_or_numeric_data	12	0	0	0	0	0			
t_onehanded6f.xml	code_or_numeric_data	12	0	0	0	0	0			
t_onehanded6g.xml	code_or_numeric_data	12	0	0	0	0	0			
t_onehandedsword1.xml	code_or_numeric_data	17	0	0	0	0	0			
t_onehandedsword2.xml	code_or_numeric_data	17	0	0	0	0	0			
t_onehandedsword3.xml	code_or_numeric_data	17	0	0	0	0	0			
t_onehandedsword4.xml	code_or_numeric_data	16	0	0	0	0	0			
t_output.xml	code_or_numeric_data	1134	0	0	0	0	0			
t_panther1.xml	code_or_numeric_data	11	0	0	0	0	0			
t_panther2.xml	code_or_numeric_data	11	0	0	0	0	0			
t_panther4.xml	code_or_numeric_data	11	0	0	0	0	0			
t_parameters.xml	parse_error	0	0	0	0	0	0			not well-formed (invalid token): line 144, column 9
t_placeanomaly.xml	code_or_numeric_data	24	0	0	0	0	0			
t_placechange.xml	code_or_numeric_data	45	0	0	0	0	0			
t_placeguard.xml	code_or_numeric_data	94	0	0	0	0	0			
t_placeintercation.xml	code_or_numeric_data	970	0	0	0	0	0			
t_placetype.xml	code_or_numeric_data	19	0	0	0	0	0			
t_populationclass.xml	context_remark_only	8	0	0	0	0	5			remark=贵族阶级 | remark=士人阶级
t_populationissue.xml	context_remark_only	93	0	0	0	0	90			remark=贵族 | remark=贵族
t_populationwork.xml	context_remark_only	27	0	0	0	0	24			remark=贵族 | remark=贵族学者
t_prefectureattribute.xml	code_or_numeric_data	33	0	0	0	0	0			
t_prefecturedata.xml	code_or_numeric_data	228	0	0	0	0	0			
t_prescriptmenu.xml	code_or_numeric_data	34	0	0	0	0	0			
t_project.xml	code_or_numeric_data	302	0	0	0	0	0			
t_prop.xml	context_remark_only	649	0	0	0	0	646			remark=钱币 | remark=稻谷
t_publicdata.xml	code_or_numeric_data	700	0	0	0	0	0			
t_randomevent.xml	context_remark_only	162	0	0	0	0	159			remark=矿石充盈-豫州 | remark=大雪-豫州
t_randomtask.xml	code_or_numeric_data	40	0	0	0	0	0			
t_record.xml	code_or_numeric_data	42	0	0	0	0	0			
t_refreshevent.xml	code_or_numeric_data	7	0	0	0	0	0			
t_residenceobtain.xml	code_or_numeric_data	28	0	0	0	0	0			
t_resource.xml	code_or_numeric_data	83	0	0	0	0	0			
t_rest.xml	code_or_numeric_data	21	0	0	0	0	0			
t_restoption.xml	code_or_numeric_data	21	0	0	0	0	0			
t_ridebow1a.xml	code_or_numeric_data	10	0	0	0	0	0			
t_ridebow2a.xml	code_or_numeric_data	10	0	0	0	0	0			
t_ridebow3a.xml	code_or_numeric_data	10	0	0	0	0	0			
t_ridebow4a.xml	code_or_numeric_data	10	0	0	0	0	0			
t_ridebow5a.xml	code_or_numeric_data	10	0	0	0	0	0			
t_ridebow6a.xml	code_or_numeric_data	10	0	0	0	0	0			
t_rideonehanded1a.xml	code_or_numeric_data	13	0	0	0	0	0			
t_rideonehanded2a.xml	code_or_numeric_data	13	0	0	0	0	0			
t_rideonehanded3a.xml	code_or_numeric_data	13	0	0	0	0	0			
t_rideonehanded4a.xml	code_or_numeric_data	13	0	0	0	0	0			
t_rideonehanded5a.xml	code_or_numeric_data	13	0	0	0	0	0			
t_rideonehanded6a.xml	code_or_numeric_data	13	0	0	0	0	0			
t_role.xml	language_sid_reference_table	1017	0	0	1299	3042	1014			remark=主角基础数据 | remark=秦稷（秦昭襄王）
t_roleattribute.xml	code_or_numeric_data	12	0	0	0	0	0			
t_rolebody.xml	code_or_numeric_data	38	0	0	0	0	0			
t_rolehobbiesbehavior.xml	code_or_numeric_data	21	0	0	0	0	0			
t_rolelcolor.xml	code_or_numeric_data	7	0	0	0	0	0			
t_rolelevel.xml	code_or_numeric_data	306	0	0	0	0	0			
t_rolelook.xml	code_or_numeric_data	170	0	0	0	0	0			
t_rolematerial.xml	code_or_numeric_data	11	0	0	0	0	0			
t_rolenpcdata.xml	code_or_numeric_data	577	0	0	0	0	0			
t_rolenumerictype.xml	code_or_numeric_data	565	0	0	0	0	0			
t_rolepreset.xml	language_sid_reference_table	26	0	0	0	23	0			
t_rolepresetage.xml	code_or_numeric_data	25	0	0	0	0	0			
t_rolepresetbody.xml	code_or_numeric_data	13	0	0	0	0	0			
t_rolepresetface.xml	code_or_numeric_data	5	0	0	0	0	0			
t_rolerace.xml	language_sid_reference_table	19	0	0	32	16	0			
t_rolerelation.xml	code_or_numeric_data	21	0	0	0	0	0			
t_rolesound.xml	language_sid_reference_table	25	0	0	0	22	22			remark=崇文男 | remark=尚武男
t_scenario.xml	code_or_numeric_data	4	0	0	0	0	0			
t_sceneinterpretation.xml	context_remark_only	34	0	0	0	0	31			remark=测试华夏演绎男 | remark=测试华夏演绎女
t_scenes.xml	language_sid_reference_table	146	0	0	0	143	143			remark=九州豫州 | remark=中原城门
t_scenetype.xml	code_or_numeric_data	9	0	0	0	0	0			
t_schoolskill.xml	code_or_numeric_data	267	0	0	0	0	0			
t_security.xml	code_or_numeric_data	43	0	0	0	0	0			
t_shieldweapondao1.xml	code_or_numeric_data	12	0	0	0	0	0			
t_shieldweapondao2.xml	code_or_numeric_data	12	0	0	0	0	0			
t_shieldweapondao3.xml	code_or_numeric_data	12	0	0	0	0	0			
t_shieldweapondao4.xml	code_or_numeric_data	11	0	0	0	0	0			
t_shortweapondagger1.xml	code_or_numeric_data	11	0	0	0	0	0			
t_shortweapondagger2.xml	code_or_numeric_data	11	0	0	0	0	0			
t_shortweapondagger3.xml	code_or_numeric_data	11	0	0	0	0	0			
t_shortweapondagger4.xml	code_or_numeric_data	10	0	0	0	0	0			
t_skill.xml	language_sid_reference_table	1122	0	0	1119	1119	0			
t_skillbuff.xml	code_or_numeric_data	125	0	0	0	0	0			
t_solar.xml	code_or_numeric_data	27	0	0	0	0	0			
t_soundgroup.xml	code_or_numeric_data	201	0	0	0	0	0			
t_sounds.xml	translate_direct_surface_text	3765	22	0	0	0	0	content=刚刚那妖仙姐姐法力无边，杀我们根本不用那么麻烦。 | content=让他继续干吧姐姐，他干得可好了。		
t_spellcasting00.xml	code_or_numeric_data	8	0	0	0	0	0			
t_spellcasting01.xml	code_or_numeric_data	8	0	0	0	0	0			
t_spellcasting1.xml	code_or_numeric_data	11	0	0	0	0	0			
t_spellcasting10.xml	code_or_numeric_data	9	0	0	0	0	0			
t_spellcasting11.xml	code_or_numeric_data	9	0	0	0	0	0			
t_spellcasting20.xml	code_or_numeric_data	9	0	0	0	0	0			
t_spellcasting20s.xml	code_or_numeric_data	8	0	0	0	0	0			
t_spellcasting21.xml	code_or_numeric_data	9	0	0	0	0	0			
t_spellcasting21s.xml	code_or_numeric_data	8	0	0	0	0	0			
t_spellcasting30.xml	code_or_numeric_data	10	0	0	0	0	0			
t_spellcasting30s.xml	code_or_numeric_data	9	0	0	0	0	0			
t_spellcasting31.xml	code_or_numeric_data	10	0	0	0	0	0			
t_spellcasting31s.xml	code_or_numeric_data	9	0	0	0	0	0			
t_stage.xml	code_or_numeric_data	1686	0	0	0	0	0			
t_stageinteraction.xml	code_or_numeric_data	20	0	0	0	0	0			
t_startparams.xml	code_or_numeric_data	6	0	0	0	0	0			
t_steamachievement.xml	code_or_numeric_data	23	0	0	0	0	0			
t_steamdlc.xml	code_or_numeric_data	3	0	0	0	0	0			
t_storage.xml	code_or_numeric_data	78	0	0	0	0	0			
t_subordinatesassign.xml	language_sid_reference_table	7	0	0	0	4	0			
t_summon1.xml	code_or_numeric_data	11	0	0	0	0	0			
t_system.xml	code_or_numeric_data	108	0	0	0	0	0			
t_systemfunc.xml	code_or_numeric_data	33	0	0	0	0	0			
t_talent.xml	language_sid_reference_table	763	0	0	1520	0	0			
t_tasklanguage.xml	primary_translation_table	9417	0	0	0	0	0			
t_team.xml	code_or_numeric_data	213	0	0	0	0	0			
t_teaminteractivecontroller.xml	code_or_numeric_data	222	0	0	0	0	0			
t_teaminteractivetemple.xml	code_or_numeric_data	28	0	0	0	0	0			
t_technique.xml	code_or_numeric_data	111	0	0	0	0	0			
t_techniqueskill.xml	language_sid_reference_table	8	0	0	0	5	0			
t_technology.xml	code_or_numeric_data	237	0	0	0	0	0			
t_technologyposition.xml	code_or_numeric_data	237	0	0	0	0	0			
t_thirdlevelinteractiveproptable.xml	context_remark_only	109	0	0	0	0	106			remark=床（民宅） | remark=玩家民宅仓库
t_thrive.xml	code_or_numeric_data	8	0	0	0	0	0			
t_time.xml	language_sid_reference_table	27	0	0	0	24	0			
t_tips.xml	language_sid_reference_table	1529	0	0	4572	0	0			
t_totem.xml	code_or_numeric_data	10	0	0	0	0	0			
t_touchoffskill.xml	code_or_numeric_data	15	0	0	0	0	0			
t_trap.xml	code_or_numeric_data	43	0	0	0	0	0			
t_triggeredtask.xml	code_or_numeric_data	20	0	0	0	0	0			
t_tripodfragment.xml	code_or_numeric_data	12	0	0	0	0	0			
t_tripodfragmentinit.xml	code_or_numeric_data	6	0	0	0	0	0			
t_tuwolf0.xml	code_or_numeric_data	8	0	0	0	0	0			
t_tuwolf1.xml	code_or_numeric_data	9	0	0	0	0	0			
t_tuwolf2.xml	code_or_numeric_data	9	0	0	0	0	0			
t_tuwolf3.xml	code_or_numeric_data	9	0	0	0	0	0			
t_tuwolf4.xml	code_or_numeric_data	9	0	0	0	0	0			
t_tuwolf5.xml	code_or_numeric_data	9	0	0	0	0	0			
t_tuwolf6.xml	code_or_numeric_data	9	0	0	0	0	0			
t_twohandedaxe1.xml	code_or_numeric_data	10	0	0	0	0	0			
t_twohandedaxe2.xml	code_or_numeric_data	10	0	0	0	0	0			
t_twohandedaxe3.xml	code_or_numeric_data	10	0	0	0	0	0			
t_twohandedaxe4.xml	code_or_numeric_data	10	0	0	0	0	0			
t_wolf1.xml	code_or_numeric_data	8	0	0	0	0	0			
t_wolf2.xml	code_or_numeric_data	8	0	0	0	0	0			
t_wolf21.xml	code_or_numeric_data	10	0	0	0	0	0			
t_wolf22.xml	code_or_numeric_data	9	0	0	0	0	0			
t_wolf23.xml	code_or_numeric_data	9	0	0	0	0	0			
t_wolf24.xml	code_or_numeric_data	9	0	0	0	0	0			
t_wolf4.xml	code_or_numeric_data	8	0	0	0	0	0			
t_wolf41.xml	code_or_numeric_data	10	0	0	0	0	0			
t_wolf42.xml	code_or_numeric_data	10	0	0	0	0	0			
t_wolf43.xml	code_or_numeric_data	10	0	0	0	0	0			
t_wolf44.xml	code_or_numeric_data	10	0	0	0	0	0			
t_worldcity.xml	language_sid_reference_table	346	0	0	343	1029	0			
t_worldclan.xml	code_or_numeric_data	22	0	0	0	0	0			
t_worldprefecture.xml	context_remark_only	55	0	0	0	0	52			remark=咸阳郡7 | remark=汉中郡7
t_xiangjiu3.xml	code_or_numeric_data	11	0	0	0	0	0			
t_zhouai2.xml	code_or_numeric_data	13	0	0	0	0	0			
t_zhouyan4.xml	code_or_numeric_data	14	0	0	0	0	0			
t_zhouyanr4.xml	code_or_numeric_data	17	0	0	0	0	0			
t_zoninggradetable.xml	code_or_numeric_data	55	0	0	0	0	0			
t_zoningtemplate.xml	language_sid_reference_table	60	0	0	57	57	0			
t_zulao4.xml	code_or_numeric_data	11	0	0	0	0	0			
